id,title,description,creator,date,start_date,end_date,type,fabrication_method,dimensions,place,date_accuracy,image_width,image_height,img_hd,img_sd,lat,lng,height,heading,tilt,fov,geometry,portals_id,portals_url,wikidata_id,wikidata_image,wikidata_ims_id,wikidata_depict,omeka_url
0071824cx003a-09,Igreja São Francisco de Paula,"Igreja São Francisco de Paula localiza-se no Largo São Francisco de Paula, no centro do Rio de Janeiro. A igreja foi inaugurada oficialmente em 7 de março de 1865, com a presença dos imperadores D. Pedro II e D. Teresa Cristina.",Marc Ferrez,1885-01-01,1880-01-01,1890-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Largo São Francisco de Paula; Centro,circa,"18,0","24,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx003a-09.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx003a-09.jpg,-22.904817,-43.180948,13.83,156.36,99.86,40.8,"POLYGON ((-43.18094778424339 -22.9048165592409, -43.17823509760311 -22.90740433021076, -43.17852352055408 -22.90763679432956, -43.17883529194173 -22.90784209765549, -43.17916740914255 -22.90801826287785, -43.17951667353954 -22.90816359331273, -43.17987972133232 -22.90827668924751, -43.18025305593976 -22.90835646142478, -43.18063308168288 -22.90840214153553, -43.18072385699593 -22.90840792210063, -43.18094778424339 -22.9048165592409))",66452.0,http://acervos.ims.com.br/portals/#/detailpage/66452,http://www.wikidata.org/entity/Q65620425,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20S%C3%A3o%20Francisco%20de%20Paula%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66452.0,http://www.wikidata.org/entity/Q10316364 Largo de São Francisco de Paula,https://images.imaginerio.org/api/items/273
0071824cx007-01,A lagoa do Jardim Botânico,Vista da lagoa no Jardim Botânico.,Marc Ferrez,1890-01-01,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Jardim Botânico,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx007-01.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx007-01.jpg,-22.968103,-43.22538,13.01,140.02,94.34,50.0,"POLYGON ((-43.22538038888273 -22.9681028463316, -43.22184009465327 -22.96962448402588, -43.22201912905809 -22.96993665639039, -43.22223053554556 -22.97023116826214, -43.22247227827071 -22.97050518320652, -43.22274202917912 -22.97075606217757, -43.2230371904251 -22.97098138893856, -43.22335491939013 -22.97117899333682, -43.22369215606104 -22.97134697220863, -43.22404565250375 -22.97148370771252, -43.22437077239214 -22.97157794976686, -43.22538038888273 -22.9681028463316))",66462.0,http://acervos.ims.com.br/portals/#/detailpage/66462,http://www.wikidata.org/entity/Q65620436,http://commons.wikimedia.org/wiki/Special:FilePath/A%20lagoa%20do%20Jardim%20Bot%C3%A2nico%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66462.0,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,https://images.imaginerio.org/api/items/283
0071824cx007-03,Corcovado a partir do Jardim Botânico,Morro do corcovado visto a partir do Jardim Botânico do Rio de Janeiro.,Marc Ferrez,1890-01-01,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Jardim Botânico,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx007-03.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx007-03.jpg,-22.963001,-43.201753,35.85,-44.3,100.25,66.2,"POLYGON ((-43.20175292997724 -22.96300115243372, -43.20556638027502 -22.9622192259704, -43.20546477521394 -22.96187882758846, -43.20532742394143 -22.96154923813271, -43.20515564944335 -22.96123363163944, -43.2049511061776 -22.96093504746349, -43.20471576413398 -22.96065636101183, -43.20445188985726 -22.96040025605642, -43.2041620246164 -22.96016919889313, -43.20384895993008 -22.95996541459509, -43.20351571068452 -22.95979086558918, -43.20316548610219 -22.95964723276166, -43.20280165884105 -22.95953589927481, -43.20250817212833 -22.95947172645175, -43.20175292997724 -22.96300115243372))",66464.0,http://acervos.ims.com.br/portals/#/detailpage/66464,http://www.wikidata.org/entity/Q65620438,http://commons.wikimedia.org/wiki/Special:FilePath/Corcovado%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66464.0,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,https://images.imaginerio.org/api/items/285
0071824cx011-03,"Praça XV de Novembro, vendo-se o Chafariz Mestre Valentim em primeiro plano","A Praça XV, também conhecida como Praça XV de Novembro, Praça Quinze de Novembro ou Praça Quinze, é uma praça situada no bairro do Centro, na Zona Central da cidade do Rio de Janeiro. Além de estar localizada na Rua Primeiro de Março, a praça integra a Orla Conde, um passeio público que margeia a Baía de Guanabara.",Marc Ferrez,1885-01-01,1880-01-01,1890-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praça XV; Centro,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx011-03.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx011-03.jpg,-22.902703,-43.174596,19.45,88.27,91.46,44.2,"POLYGON ((-43.17459588583347 -22.90270342549023, -43.17102481650122 -22.90124768876155, -43.1708871108378 -22.90157713108373, -43.17078512181793 -22.90191742055926, -43.17071983190255 -22.90226528008355, -43.17069187014464 -22.90261735962448, -43.1707015061205 -22.90297026848319, -43.17074864732243 -22.90332060794771, -43.17083284003841 -22.9036650040246, -43.17093581088499 -22.90395771978671, -43.17459588583347 -22.90270342549023))",66468.0,http://acervos.ims.com.br/portals/#/detailpage/66468,http://www.wikidata.org/entity/Q65620445,http://commons.wikimedia.org/wiki/Special:FilePath/Pra%C3%A7a%20XV%20de%20Novembro%2C%20vendo-se%20o%20Chafariz%20Mestre%20Valentin%20em%20primeiro%20plano%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66468.0,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,https://images.imaginerio.org/api/items/289
0071824cx011-05,Praça XV de Novembro,"A Praça XV, também conhecida como Praça XV de Novembro, Praça Quinze de Novembro ou Praça Quinze, é uma praça situada no bairro do Centro, na Zona Central da cidade do Rio de Janeiro. Além de estar localizada na Rua Primeiro de Março, a praça integra a Orla Conde, um passeio público que margeia a Baía de Guanabara.",Marc Ferrez,1885-01-01,1880-01-01,1890-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praça XV; Centro,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx011-05.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx011-05.jpg,-22.902715,-43.173849,17.72,57.46,87.42,52.8,"POLYGON ((-43.17384894482318 -22.90271456735234, -43.17183467776644 -22.8996327556424, -43.17151646102212 -22.89982946363118, -43.17122070594301 -22.90005395631941, -43.17095026075626 -22.90030407185195, -43.17070772999801 -22.90057740161413, -43.17049544943018 -22.90087131342291, -43.1703154635436 -22.90118297687111, -43.17016950586411 -22.90150939058102, -43.17005898225147 -22.90184741110505, -43.16998495735223 -22.90219378319513, -43.16996611252928 -22.90233070391707, -43.17384894482318 -22.90271456735234))",66470.0,http://acervos.ims.com.br/portals/#/detailpage/66470,http://www.wikidata.org/entity/Q65620448,http://commons.wikimedia.org/wiki/Special:FilePath/Pra%C3%A7a%20XV%20de%20Novembro%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66470.0,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,https://images.imaginerio.org/api/items/291
0071824cx011-06,Largo da Carioca (Antigo),"Antigo largo da Carioca, vendo-se o chafariz de 35 bicas.",Marc Ferrez,1890-01-01,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Largo da Carioca,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx011-06.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx011-06.jpg,-22.906281,-43.178822,14.95,158.16,88.17,50.0,"POLYGON ((-43.17882190700001 -22.906280776, -43.17478024716191 -22.90977268144031, -43.17517128186255 -22.9101207792133, -43.17559747705656 -22.91043189501112, -43.17605472811679 -22.91070303235451, -43.17653863122177 -22.91093157979572, -43.17704452577639 -22.9111153360777, -43.17756753930916 -22.91125253134188, -43.17810263441329 -22.91134184417993, -43.17864465727892 -22.91138241436524, -43.1791274528074 -22.91137726096418, -43.17882190700001 -22.906280776))",66471.0,http://acervos.ims.com.br/portals/#/detailpage/66471,http://www.wikidata.org/entity/Q65621366,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20da%20Carioca%20%28Antigo%29%201%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66471.0,http://www.wikidata.org/entity/Q10316344 Largo da Carioca,https://images.imaginerio.org/api/items/292
0071824cx019-03,Igreja de Santa Cruz dos Militares,"Vista da Rua Primeiro de Março (antiga Rua Direita), à esquerda Igreja de Santa Cruz dos Militares, à direita Igreja da Ordem terceira do Carmo e ao fundo o Morro do Castelo.",Marc Ferrez,1890-01-01,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm","Primeiro de Março 36, Centro",circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx019-03.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx019-03.jpg,-22.901829,-43.176341,11.81,127.03,93.8,49.2,"POLYGON ((-43.17634127212611 -22.90182890764142, -43.17252720243653 -22.90260117599641, -43.1726277371942 -22.90294183268144, -43.17276403620077 -22.90327177161573, -43.17293478704079 -22.90358781521743, -43.17313834546664 -22.90388691970648, -43.17337275122684 -22.90416620442193, -43.1736357469394 -22.90442297956895, -43.17392479982892 -22.90465477212805, -43.17423712611774 -22.9048593496768, -43.17448731615927 -22.90499495766983, -43.17634127212611 -22.90182890764142))",66493.0,http://acervos.ims.com.br/portals/#/detailpage/66493,http://www.wikidata.org/entity/Q65620464,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20da%20Cruz%20Militar%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66493.0,http://www.wikidata.org/entity/Q10364911 Rua Primeiro de Março,https://images.imaginerio.org/api/items/313
0071824cx019-04,Largo do Paço,Largo do Paço e Rua Primeiro de Março (antiga Rua Direita).,Marc Ferrez,1880-01-01,1875-01-01,1885-01-01,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i:/sp: 18,0 x 24,0 cm","Rua Primeiro de Março, Centro",circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx019-04.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx019-04.jpg,-22.902804,-43.173454,9.9,-98.24,91.37,50.0,"POLYGON ((-43.17345368091816 -22.9028043177758, -43.176720073232 -22.90477590144178, -43.17691413078262 -22.90447148490723, -43.17707486108429 -22.90415101280402, -43.17720071640592 -22.90381757155625, -43.17729048492131 -22.90347437246896, -43.17734330237093 -22.9031247207983, -43.17735866037515 -22.90277198391773, -43.17733641131946 -22.90241955888703, -43.17727676976486 -22.90207083973628, -43.17719282037737 -22.901766694542, -43.17345368091816 -22.9028043177758))",66494.0,http://acervos.ims.com.br/portals/#/detailpage/66494,http://www.wikidata.org/entity/Q65620465,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20do%20Pa%C3%A7o%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66494.0,http://www.wikidata.org/entity/Q10364911 Rua Primeiro de Março,https://images.imaginerio.org/api/items/314
0071824cx019-05,Rua do Ouvidor,"Antiga rua de Aleixo Manuel (um dos mais abastados habitantes da cidade após sua fundação, no Morro do Castelo), a rua do Ouvidor passou a chamar-se assim quando aí o primeiro magistrado da Capitania estabeleceu residência efetiva. Depois da chegada de D. João VI em 1808, e com a abertura dos portos ao comércio internacional, estrangeiros - principalmente ingleses e franceses - começaram a se estabelecer na cidade, trabalhando como atacadistas, importadores e varejistas, comercializando produtos como jóias, alfaias de luxo, tecidos e livros. Grandes modistas, cabeleireiros e doceiros ajudaram a transformar a Ouvidor numa das ruas de maior prestígio do Rio antigo.",Marc Ferrez,1890-01-01,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 24,0 x 18,0 cm",Centro,circa,"18,0","24,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx019-05.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx019-05.jpg,-22.903751,-43.178321,6.05,-117.11,95.11,43.2,"POLYGON ((-43.178320820968 -22.90375056964942, -43.18089891605167 -22.90645254878163, -43.18117401195732 -22.90620676305823, -43.18142162858572 -22.90593732266634, -43.18163938130167 -22.90564682259708, -43.18182517313114 -22.90533806065087, -43.18197721495223 -22.90501401048822, -43.18209404271948 -22.90467779298746, -43.18217453155575 -22.9043326461851, -43.18220786056352 -22.90409680185427, -43.178320820968 -22.90375056964942))",66495.0,http://acervos.ims.com.br/portals/#/detailpage/66495,http://www.wikidata.org/entity/Q89049213,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20do%20Ouvidor%20-%201.jpg,66495.0,,https://images.imaginerio.org/api/items/315
0071824cx019-12,Docas e Mercado da Praia do Peixe,"Vista do Mercado da Praia do Peixe, próximo a atual rua do mercado. Foi na Praia do Peixe, que ia originalmente do bairro da Misericórdia até o Arsenal de Marinha, que apareceu o primeiro mercado da cidade, inicialmente ao relento e depois abrigado numa ampla casa desenhada por Grandjean de Montigny. Sua construção teve início em 1825 e ficou pronto somente em 1841. Quando o prefeito  Pereira Passos iniciou as obras de modernização da cidade o mercado primitivo (que já havia sido em parte destruído por um incêndio, em 1904) foi demolido (em 1911) e em seu lugar foi levantado um prédio metálico, construído na Inglaterra e na Bélgica e projetado por Alfredo Azevedo Marques. Com cinco torres metálicas que delimitavam seu espaço, hoje resta apenas uma, na qual funciona um restaurante. Ao lado do mercado havia ainda um cais para a atracação dos barcos peixeiros, construído pelo engenheiro Borja Castro.",Marc Ferrez,1880-01-01,1875-01-01,1885-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm","Praça XV de Novembro, Centro",circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx019-12.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx019-12.jpg,-22.901703,-43.17296500000001,9.54,-96.42,88.46,50.2,"POLYGON ((-43.1729645405275 -22.90170261720949, -43.17629476552207 -22.90358136196064, -43.17647863511008 -22.90327162658803, -43.17662866087551 -22.90294678099332, -43.17674339819104 -22.90260995371417, -43.17682174231358 -22.90226438865832, -43.17686293901435 -22.90191341386008, -43.17686659183226 -22.90156040942737, -43.17683266588097 -22.90120877498842, -43.17676148817373 -22.90086189695132, -43.17666468653285 -22.9005525671897, -43.1729645405275 -22.90170261720949))",66499.0,http://acervos.ims.com.br/portals/#/detailpage/66499,http://www.wikidata.org/entity/Q65620470,http://commons.wikimedia.org/wiki/Special:FilePath/Docas%20e%20Mercado%20da%20Praia%20do%20Peixe%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66499.0,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,https://images.imaginerio.org/api/items/321
0071824cx020-09,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.",Marc Ferrez,1880-01-01,1880-01-01,1880-01-01,NEGATIVO/ Vidro,COLÓDIO/ Prata,"i:/sp: 18,0 x 24,0 cm",Praça da República; atual Campo de Santana,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx020-09.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx020-09.jpg,-22.908746,-43.187402,21.51,-35.61,86.14,62.6,"POLYGON ((-43.18740183199601 -22.90874595240169, -43.1909944635219 -22.90733560615426, -43.19082708672246 -22.90701803264508, -43.19062672410472 -22.90671710008795, -43.19039530540282 -22.90643570650785, -43.1901350593845 -22.90617656174911, -43.1898484923839 -22.90594216138312, -43.18953836416328 -22.90573476267979, -43.18920766133636 -22.90555636287394, -43.18885956860904 -22.90540867993577, -43.18849743811449 -22.90529313603033, -43.18812475713752 -22.90521084382531, -43.18774511453903 -22.90516259577854, -43.18769461402037 -22.9051587947926, -43.18740183199601 -22.90874595240169))",66530.0,http://acervos.ims.com.br/portals/#/detailpage/66530,http://www.wikidata.org/entity/Q65621377,http://commons.wikimedia.org/wiki/Special:FilePath/Pra%C3%A7a%20da%20Rep%C3%BAblica%205%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66530.0,http://www.wikidata.org/entity/Q10353440 Campo de Santana,https://images.imaginerio.org/api/items/328
0071824cx021-01,Largo de São Francisco,"À esquerda a Escola Politécnica, seguida, ao fundo pela clarabóia do Gabinete Português de Leitura, na Rua Camões, e as torres da Igreja do Santíssimo Sacramento.",Marc Ferrez,1890-01-01,1885-01-01,1895-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Centro,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx021-01.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx021-01.jpg,-22.904857,-43.180479,20.78,-105.82,86.11,60.8,"POLYGON ((-43.18047852399994 -22.90485721300003, -43.18318147149787 -22.90745361743635, -43.18344473399637 -22.90719706924803, -43.18367942879707 -22.90691798684093, -43.18388329573386 -22.9066190580616, -43.18405437158365 -22.90630316187895, -43.18419100896843 -22.90597334065349, -43.1842918922136 -22.90563277083366, -43.18435605001028 -22.90528473236137, -43.18438286475989 -22.90493257708184, -43.18437207851128 -22.9045796964617, -43.18432379543389 -22.90422948892662, -43.18425830059375 -22.90395290794864, -43.18047852399994 -22.90485721300003))",66501.0,http://acervos.ims.com.br/portals/#/detailpage/66501,http://www.wikidata.org/entity/Q65620482,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20de%20S%C3%A3o%20Francisco%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66501.0,http://www.wikidata.org/entity/Q2946148 Centro,https://images.imaginerio.org/api/items/331
0071824cx021-08,Escola Politécnica e estátua de José Bonifácio,"A Academia que vemos ao fundo foi criada em 1810 a partir de parte da obra inacabada da Sé da cidade, que começou a ser levantada em 1750.  O próprio prédio militar só ficou pronto entre1820 e 1830. Destinado a abrigar instituições educacionais do país, nos anos subseqüentes o espaço foi usado pela Escola Militar (1842), Escola Politécnica (1874) e durante todo o século XX e XXI pelo IFCS-UFRJ (Instituto de Filosofia e Ciências Sociais da Universidade Federal do Rio de Janeiro).",Marc Ferrez,1885-01-01,1880-01-01,1890-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Largo de São Francisco,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx021-08.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx021-08.jpg,-22.90463,-43.180561,15.31,-135.64,90.88,56.4,"POLYGON ((-43.18056088254366 -22.90463047565458, -43.1816470503364 -22.90808581986035, -43.18200950115684 -22.90797111217069, -43.18235799996031 -22.90782423159746, -43.18268919032159 -22.90764659278278, -43.18299988255212 -22.90743990660272, -43.18328708442397 -22.90720616368604, -43.18354802999007 -22.90694761523847, -43.1837802062233 -22.90666675135725, -43.18398137721744 -22.90636627704493, -43.18414960571711 -22.90604908615374, -43.1842832717697 -22.9057182335116, -43.18428675896276 -22.90570805500669, -43.18056088254366 -22.90463047565458))",66508.0,http://acervos.ims.com.br/portals/#/detailpage/66508,http://www.wikidata.org/entity/Q65620490,http://commons.wikimedia.org/wiki/Special:FilePath/Escola%20Polit%C3%A9cnica%20e%20est%C3%A1tua%20de%20Jos%C3%A9%20Bonif%C3%A1cio%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66508.0,http://www.wikidata.org/entity/Q12117134 Largo São Francisco,https://images.imaginerio.org/api/items/338
0071824cx021-11,Escola Politécnica e estátua de José Bonifácio,"A Academia que vemos ao fundo foi criada em 1810 a partir de parte da obra inacabada da Sé da cidade, que começou a ser levantada em 1750.  O próprio prédio militar só ficou pronto entre1820 e 1830. Destinado a abrigar instituições educacionais do país, nos anos subseqüentes o espaço foi usado pela Escola Militar (1842), Escola Politécnica (1874) e durante todo o século XX e XXI pelo IFCS-UFRJ (Instituto de Filosofia e Ciências Sociais da Universidade Federal do Rio de Janeiro).",Marc Ferrez,1885-01-01,1880-01-01,1890-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Largo de São Francisco,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx021-11.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx021-11.jpg,-22.904941,-43.180435,12.82,-113.25,96.97,50.0,"POLYGON ((-43.180435048565 -22.90494132544159, -43.18303562541384 -22.90762498001422, -43.18330866560746 -22.90737725472913, -43.1835540298114 -22.90710606994063, -43.18376935508697 -22.90681403743899, -43.18395256784189 -22.90650396978203, -43.184101903796 -22.9061788532039, -43.18421592496607 -22.90584181885164, -43.1842935335066 -22.90549611262682, -43.18433398227338 -22.90514506392276, -43.18433841807888 -22.90483126809831, -43.180435048565 -22.90494132544159))",66511.0,http://acervos.ims.com.br/portals/#/detailpage/66511,http://www.wikidata.org/entity/Q65621381,http://commons.wikimedia.org/wiki/Special:FilePath/Escola%20Polit%C3%A9cnica%20e%20est%C3%A1tua%20de%20Jos%C3%A9%20Bonif%C3%A1cio%207%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66511.0,http://www.wikidata.org/entity/Q12117134 Largo São Francisco,https://images.imaginerio.org/api/items/341
0071824cx037-05,Morro do Corcovado a partir do Jardim Botânico,,Marc Ferrez,1882-01-01,1878-01-01,1888-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Jardim Botânico,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx037-05.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx037-05.jpg,-22.962777,-43.202279,22.82,-32.12,99.44,60.6,"POLYGON ((-43.20227898684539 -22.96277719716811, -43.20574206332741 -22.96111203216699, -43.2055481253399 -22.96080750740319, -43.20532270513291 -22.96052195187397, -43.20506797371679 -22.9602581155067, -43.20478638432864 -22.96001853905572, -43.20448064880505 -22.95980552963858, -43.20415371146649 -22.95962113852246, -43.20380872076494 -22.95946714137429, -43.20344899896775 -22.95934502116479, -43.20307801016936 -22.95925595389067, -43.20269932693867 -22.95920079725253, -43.20240283090229 -22.9591817235453, -43.20227898684539 -22.96277719716811))",75668.0,http://acervos.ims.com.br/portals/#/detailpage/75668,http://www.wikidata.org/entity/Q65620546,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%20a%20partir%20do%20Jardim%20Bot%C3%A2nico%20-%202.jpg,75668.0,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,https://images.imaginerio.org/api/items/385
0071824cx049b-08,Interior do Jardim Botânico,,Marc Ferrez,1885-01-01,1880-01-01,1890-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Jardim Botânico,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx049b-08.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx049b-08.jpg,-22.968476000000006,-43.224456,12.43,-104.07,98.53,45.2,"POLYGON ((-43.22445611758791 -22.96847592796894, -43.22759130859723 -22.97062253488774, -43.22780473296871 -22.97032925897019, -43.22798590702145 -22.97001813455485, -43.2281330861127 -22.96969215805247, -43.22824485303443 -22.96935446889074, -43.22832013165367 -22.9690083192762, -43.22835819726705 -22.96865704287088, -43.2283586835696 -22.96830402268527, -43.22832158617144 -22.96795265849708, -43.22832018583081 -22.96794396375854, -43.22445611758791 -22.96847592796894))",76238.0,http://acervos.ims.com.br/portals/#/detailpage/76238,http://www.wikidata.org/entity/Q65620590,http://commons.wikimedia.org/wiki/Special:FilePath/Interior%20do%20Jardim%20Bot%C3%A2nico%20-%202.jpg,19214.0,http://www.wikidata.org/entity/Q45242 Jardim Botânico do Rio de Janeiro,https://images.imaginerio.org/api/items/434
0071824cx060-06,"Largo do Paço, monumento em homenagem ao General Osório, estátua equestre",,Marc Ferrez,1885-01-01,1880-01-01,1890-01-01,NEGATIVO/ Vidro,GELATINA/ Prata,"i:/sp: 18,0 x 24,0 cm",Praça XV de Novembro,circa,"24,0","18,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx060-06.jpg,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/sd/0071824cx060-06.jpg,-22.902684,-43.173847,18.03,-123.42,89.66,67.0,"POLYGON ((-43.17384735824744 -22.90268445131292, -43.17537941398216 -22.90599334429631, -43.17572412795758 -22.90583908115991, -43.17605076635738 -22.90565443661419, -43.17635618334281 -22.90544118900717, -43.17663743750234 -22.90520139215956, -43.17689182018211 -22.90493735558035, -43.17711688157262 -22.90465162221988, -43.17731045430042 -22.90434694397465, -43.17747067429754 -22.90402625518011, -43.17759599874804 -22.90369264434696, -43.17768522093885 -22.90334932441313, -43.1777374818722 -22.90299960179823, -43.17775249034948 -22.90268074745057, -43.17384735824744 -22.90268445131292))",69642.0,http://acervos.ims.com.br/portals/#/detailpage/69642,http://www.wikidata.org/entity/Q65620606,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20do%20Pa%C3%A7o%2C%20monumento%20em%20homenagem%20ao%20General%20Os%C3%B3rio%2C%20est%C3%A1tua%20equestre.jpg,69642.0,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,https://images.imaginerio.org/api/items/452
